Timestamp,Y_Hidung,Y_Posisi_Awal,Status_Gerakan
2026-06-05 18:22:10,149,232,Lompat
2026-06-05 18:22:10,153,232,Lompat
2026-06-05 18:22:10,154,232,Lompat
2026-06-05 18:22:11,160,232,Lompat
2026-06-05 18:22:11,167,232,Lompat
2026-06-05 18:22:11,167,232,Lompat
2026-06-05 18:22:12,166,232,Lompat
2026-06-05 18:22:12,170,232,Lompat
2026-06-05 18:22:12,170,232,Lompat
2026-06-05 18:22:13,172,232,Lompat
2026-06-05 18:22:13,177,232,Lompat
2026-06-05 18:22:13,177,232,Lompat
2026-06-05 18:22:14,179,232,Lompat
2026-06-05 18:22:14,178,232,Lompat
2026-06-05 18:22:14,178,232,Lompat
2026-06-05 18:22:15,178,232,Lompat
2026-06-05 18:22:15,178,232,Lompat
2026-06-05 18:22:15,177,232,Lompat
2026-06-05 18:22:16,171,232,Lompat
2026-06-05 18:22:16,163,232,Lompat
2026-06-05 18:22:16,162,232,Lompat
2026-06-05 18:22:17,156,232,Lompat
2026-06-05 18:22:17,157,232,Lompat
2026-06-05 18:22:17,158,232,Lompat
2026-06-05 18:22:18,160,232,Lompat
2026-06-05 18:22:18,164,232,Lompat
2026-06-05 18:22:19,165,232,Lompat
2026-06-05 18:22:19,165,232,Lompat
2026-06-05 18:22:19,164,232,Lompat
2026-06-05 18:22:20,162,232,Lompat
2026-06-05 18:22:20,162,232,Lompat
2026-06-05 18:22:20,161,232,Lompat
2026-06-05 18:22:21,161,232,Lompat
2026-06-05 18:22:21,160,232,Lompat
2026-06-05 18:22:29,172,232,Lompat
2026-06-05 18:22:29,172,232,Lompat
2026-06-05 18:22:30,178,232,Lompat
2026-06-05 18:22:31,177,232,Lompat
2026-06-05 18:22:31,176,232,Lompat
2026-06-05 18:22:31,176,232,Lompat
2026-06-05 18:22:32,177,232,Lompat
2026-06-05 18:22:32,177,232,Lompat
2026-06-05 18:22:32,178,232,Lompat
2026-06-05 18:22:33,178,232,Lompat
2026-06-05 18:22:33,178,232,Lompat
2026-06-05 18:42:54,210,166,Merunduk
2026-06-05 18:42:54,224,166,Merunduk
2026-06-05 18:42:54,225,166,Merunduk
2026-06-05 18:42:54,209,166,Merunduk
2026-06-05 18:43:04,248,166,Merunduk
2026-06-05 18:43:04,237,166,Merunduk
2026-06-05 18:43:04,224,166,Merunduk
2026-06-05 18:43:07,213,166,Merunduk
2026-06-05 18:43:07,227,166,Merunduk
2026-06-05 18:43:07,249,166,Merunduk
2026-06-05 18:43:08,104,166,Lompat
2026-06-05 18:43:08,58,166,Lompat
2026-06-05 18:43:09,52,166,Lompat
2026-06-05 18:43:09,15,166,Lompat
2026-06-05 18:43:09,13,166,Lompat
2026-06-05 18:43:09,23,166,Lompat
2026-06-05 18:43:10,21,166,Lompat
2026-06-05 18:43:10,48,166,Lompat
2026-06-05 18:43:10,59,166,Lompat
2026-06-05 18:43:11,90,166,Lompat
2026-06-05 18:43:11,117,166,Lompat
2026-06-05 18:43:11,110,166,Lompat
2026-06-05 18:43:12,105,166,Lompat
2026-06-05 18:43:12,110,166,Lompat
2026-06-05 18:43:12,124,166,Lompat
2026-06-05 18:43:17,209,166,Merunduk
2026-06-05 18:43:17,218,166,Merunduk
2026-06-05 18:43:18,222,166,Merunduk
2026-06-05 18:43:18,208,166,Merunduk
2026-06-05 18:43:32,112,166,Lompat
2026-06-05 18:43:32,40,166,Lompat
2026-06-05 18:43:34,209,166,Merunduk
2026-06-05 18:43:34,212,166,Merunduk
2026-06-05 18:43:35,219,166,Merunduk
2026-06-05 18:43:35,225,166,Merunduk
2026-06-05 18:43:35,245,166,Merunduk
2026-06-05 18:43:36,270,166,Merunduk
2026-06-05 18:43:36,291,166,Merunduk
2026-06-05 18:43:36,269,166,Merunduk
2026-06-05 18:43:37,336,166,Merunduk
2026-06-05 18:43:37,314,166,Merunduk
2026-06-05 18:43:37,227,166,Merunduk
2026-06-05 18:43:38,237,166,Merunduk
2026-06-05 18:43:38,241,166,Merunduk
2026-06-05 18:43:38,244,166,Merunduk
2026-06-05 18:43:39,227,166,Merunduk
2026-06-05 18:43:39,222,166,Merunduk
2026-06-05 18:43:39,221,166,Merunduk
2026-06-05 18:43:40,215,166,Merunduk
2026-06-05 18:43:40,220,166,Merunduk
2026-06-05 18:43:40,222,166,Merunduk
2026-06-05 18:43:40,223,166,Merunduk
2026-06-05 18:43:41,223,166,Merunduk
2026-06-05 18:43:41,224,166,Merunduk
2026-06-05 18:43:41,380,166,Merunduk
2026-06-05 18:43:42,316,166,Merunduk
2026-06-05 18:43:42,306,166,Merunduk
2026-06-05 18:43:46,125,166,Lompat
2026-06-05 18:43:46,125,166,Lompat
2026-06-05 18:43:47,103,166,Lompat
2026-06-05 18:43:47,109,166,Lompat
2026-06-05 18:43:47,113,166,Lompat
2026-06-05 18:43:48,113,166,Lompat
2026-06-05 18:43:48,117,166,Lompat
2026-06-05 18:43:48,118,166,Lompat
2026-06-05 18:43:48,110,166,Lompat
2026-06-05 18:43:49,114,166,Lompat
2026-06-05 18:43:53,227,166,Merunduk
2026-06-05 18:43:54,207,166,Merunduk
2026-06-05 18:43:55,124,166,Lompat
2026-06-05 18:43:56,112,166,Lompat
2026-06-05 18:43:56,110,166,Lompat
2026-06-05 18:44:02,226,166,Merunduk
2026-06-05 18:44:02,255,166,Merunduk
2026-06-05 18:44:02,222,166,Merunduk
2026-06-05 18:44:06,219,166,Merunduk
2026-06-05 18:44:06,283,166,Merunduk
2026-06-05 18:44:06,279,166,Merunduk
2026-06-05 18:44:07,262,166,Merunduk
2026-06-05 18:44:07,246,166,Merunduk
2026-06-05 18:44:07,241,166,Merunduk
2026-06-05 18:44:08,239,166,Merunduk
2026-06-05 18:44:08,236,166,Merunduk
2026-06-05 18:44:08,235,166,Merunduk
2026-06-05 18:44:09,236,166,Merunduk
2026-06-05 18:44:09,240,166,Merunduk
2026-06-05 18:44:09,241,166,Merunduk
2026-06-05 18:44:09,241,166,Merunduk
2026-06-05 18:44:10,241,166,Merunduk
2026-06-05 18:44:10,240,166,Merunduk
2026-06-05 18:44:10,257,166,Merunduk
2026-06-05 18:44:11,244,166,Merunduk
2026-06-05 18:44:11,221,166,Merunduk
2026-06-05 18:44:11,219,166,Merunduk
2026-06-05 18:44:12,217,166,Merunduk
2026-06-05 18:44:14,219,166,Merunduk
2026-06-05 18:44:14,268,166,Merunduk
2026-06-05 18:44:14,269,166,Merunduk
2026-06-05 18:44:15,263,166,Merunduk
2026-06-05 18:44:15,251,166,Merunduk
2026-06-05 18:44:15,227,166,Merunduk
2026-06-05 18:44:16,253,166,Merunduk
2026-06-05 18:44:16,275,166,Merunduk
2026-06-05 18:44:16,258,166,Merunduk
2026-06-05 18:44:17,220,166,Merunduk
2026-06-05 18:44:17,207,166,Merunduk
2026-06-05 18:44:17,208,166,Merunduk
2026-06-05 18:44:18,207,166,Merunduk
2026-06-05 18:44:19,207,166,Merunduk
2026-06-05 18:44:19,207,166,Merunduk
2026-06-05 18:44:19,212,166,Merunduk
2026-06-05 18:44:22,117,166,Lompat
2026-06-05 18:44:22,101,166,Lompat
2026-06-05 18:44:22,99,166,Lompat
2026-06-05 18:44:23,110,166,Lompat
2026-06-05 18:44:23,114,166,Lompat
2026-06-05 18:44:23,114,166,Lompat
2026-06-05 18:44:24,246,166,Merunduk
2026-06-05 18:44:25,214,166,Merunduk
2026-06-05 18:44:25,208,166,Merunduk
2026-06-05 18:44:25,233,166,Merunduk
2026-06-05 18:44:26,231,166,Merunduk
2026-06-05 18:44:26,228,166,Merunduk
2026-06-05 18:44:26,241,166,Merunduk
2026-06-05 19:04:52,311,463,Center,Merunduk
2026-06-05 19:04:52,321,455,Center,Merunduk
2026-06-05 19:04:53,313,267,Center,Merunduk
2026-06-05 19:04:53,310,257,Center,Merunduk
2026-06-05 19:04:54,341,274,Center,Merunduk
2026-06-05 19:04:54,342,281,Center,Merunduk
2026-06-05 19:04:55,293,266,Center,Merunduk
2026-06-05 19:04:57,331,262,Center,Merunduk
2026-06-05 19:04:58,320,279,Center,Merunduk
2026-06-05 19:04:58,325,286,Center,Merunduk
2026-06-05 19:04:59,340,288,Center,Merunduk
2026-06-05 19:04:59,349,286,Center,Merunduk
2026-06-05 19:05:00,323,283,Center,Merunduk
2026-06-05 19:05:00,216,291,Center,Lompat
2026-06-05 19:05:01,201,148,Center,Lompat
2026-06-05 19:05:06,195,208,Left,Geser Kiri
2026-06-05 19:05:08,428,199,Right,Geser Kanan
2026-06-05 19:05:10,455,196,Right,Lompat
2026-06-05 19:05:27,187,198,Left,Geser Kiri
2026-06-05 19:05:28,83,261,Left,Merunduk
2026-06-05 19:05:28,87,462,Left,Merunduk
2026-06-05 19:05:29,103,441,Left,Merunduk
2026-06-05 19:05:33,552,209,Right,Geser Kanan
2026-06-05 19:05:35,426,215,Right,Geser Kanan
2026-06-05 19:05:37,199,207,Left,Geser Kiri
2026-06-05 19:05:42,351,289,Center,Merunduk
2026-06-05 19:05:42,374,378,Center,Merunduk
2026-06-05 19:05:43,376,382,Center,Merunduk
2026-06-05 19:05:43,372,383,Center,Merunduk
2026-06-05 19:05:43,370,385,Center,Merunduk
2026-06-05 19:05:44,364,380,Center,Merunduk
2026-06-05 19:07:20,269,231,Center,Lompat
2026-06-05 19:07:21,369,230,Center,Lompat
2026-06-05 19:07:21,356,229,Center,Lompat
2026-06-05 19:07:21,314,229,Center,Lompat
2026-06-05 19:07:25,321,271,Center,Merunduk
2026-06-05 19:07:26,322,274,Center,Merunduk
2026-06-05 19:07:26,323,261,Center,Merunduk
2026-06-05 19:07:32,333,266,Center,Merunduk
2026-06-05 19:07:33,336,282,Center,Merunduk
2026-06-05 19:07:35,336,239,Center,Lompat
2026-06-05 19:07:43,212,245,Left,Geser Kiri
2026-06-05 19:07:47,433,239,Right,Geser Kanan
2026-06-05 19:07:49,320,209,Center,Lompat
2026-06-05 19:07:54,425,113,Right,Geser Kanan
2026-06-05 19:07:54,300,184,Center,Lompat
2026-06-05 19:08:01,319,240,Center,Lompat
2026-06-05 19:08:01,326,246,Center,Lompat
2026-06-05 19:08:13,327,264,Center,Merunduk
2026-06-05 19:08:14,436,267,Center,Merunduk
2026-06-05 19:08:14,471,258,Center,Merunduk
2026-06-05 19:08:19,303,143,Center,Lompat
2026-06-05 19:08:19,312,210,Center,Lompat
2026-06-05 19:08:20,327,221,Center,Lompat
2026-06-05 19:08:20,328,217,Center,Lompat
2026-06-05 19:08:21,312,212,Center,Lompat
2026-06-05 19:08:21,312,208,Center,Lompat
2026-06-05 19:08:22,216,217,Left,Geser Kiri
2026-06-05 19:08:24,219,209,Left,Geser Kiri
2026-06-05 19:08:26,217,209,Left,Geser Kiri
2026-06-05 19:08:28,427,217,Right,Geser Kanan
2026-06-05 19:08:41,438,226,Right,Geser Kanan
2026-06-05 19:08:46,353,203,Center,Lompat
2026-06-05 19:08:47,354,198,Center,Lompat
2026-06-05 19:08:47,354,184,Center,Lompat
2026-06-05 19:08:48,354,184,Center,Lompat
2026-06-05 19:08:48,356,187,Center,Lompat
2026-06-05 19:08:49,356,188,Center,Lompat
2026-06-05 19:08:49,354,191,Center,Lompat
2026-06-05 19:08:50,204,231,Left,Geser Kiri
2026-06-05 19:08:52,321,244,Center,Lompat
2026-06-05 19:08:53,217,218,Left,Geser Kiri
2026-06-05 19:08:55,425,167,Right,Geser Kanan
2026-06-05 19:08:57,208,117,Left,Geser Kiri
2026-06-05 19:09:09,319,201,Center,Lompat
2026-06-05 19:09:09,320,190,Center,Lompat
2026-06-05 19:09:10,334,195,Center,Lompat
2026-06-05 19:09:14,209,197,Left,Geser Kiri
2026-06-05 19:09:18,432,208,Right,Geser Kanan
2026-06-05 19:09:20,357,191,Center,Lompat
2026-06-05 19:09:21,337,166,Center,Lompat
2026-06-05 19:09:21,335,182,Center,Lompat
2026-06-05 19:09:26,322,270,Center,Merunduk
2026-06-05 19:09:27,314,369,Center,Merunduk
2026-06-05 19:09:31,451,229,Right,Geser Kanan
2026-06-05 19:09:32,435,199,Right,Lompat
2026-06-05 19:09:33,323,464,Right,Merunduk
2026-06-05 19:09:33,308,466,Right,Merunduk
2026-06-05 19:09:34,315,323,Right,Merunduk
2026-06-05 19:09:54,223,196,Left,Geser Kiri
2026-06-05 19:10:05,215,190,Left,Geser Kiri
2026-06-05 19:10:08,349,296,Center,Merunduk
2026-06-05 19:10:08,346,454,Center,Merunduk
2026-06-05 19:10:09,350,367,Center,Merunduk
2026-06-05 19:10:10,328,185,Center,Lompat
2026-06-05 19:10:10,328,154,Center,Lompat
2026-06-05 19:10:11,326,167,Center,Lompat
2026-06-05 19:10:11,447,209,Right,Geser Kanan
2026-06-05 19:10:15,217,203,Left,Geser Kiri
2026-06-05 19:10:17,430,207,Right,Geser Kanan
2026-06-05 19:10:19,370,316,Center,Merunduk
2026-06-05 19:10:19,324,465,Center,Merunduk
2026-06-05 19:10:20,323,434,Center,Merunduk
2026-06-05 19:10:21,166,204,Left,Geser Kiri
2026-06-05 19:10:22,239,216,Left,Lompat
2026-06-05 19:10:22,342,169,Left,Lompat
2026-06-05 19:10:23,364,180,Left,Lompat
2026-06-05 19:10:26,293,188,Center,Lompat
2026-06-05 19:10:27,294,155,Center,Lompat
2026-06-05 19:10:29,287,183,Center,Lompat
2026-06-05 19:10:30,288,158,Center,Lompat
2026-06-05 19:10:33,421,227,Right,Geser Kanan
2026-06-05 19:10:35,180,220,Left,Geser Kiri
2026-06-05 19:10:36,115,267,Left,Merunduk
2026-06-05 19:10:37,177,357,Left,Merunduk
2026-06-05 19:10:41,414,331,Center,Merunduk
2026-06-05 19:10:42,414,371,Center,Merunduk
2026-06-05 19:10:42,385,374,Center,Merunduk
2026-06-05 19:10:43,371,374,Center,Merunduk
2026-06-05 19:10:43,357,374,Center,Merunduk
2026-06-05 19:11:15,206,151,Left,Geser Kiri
2026-06-05 19:11:16,219,172,Left,Geser Kiri
2026-06-05 19:11:20,325,128,Center,Lompat
2026-06-05 19:11:24,317,158,Center,Lompat
2026-06-05 19:11:24,316,131,Center,Lompat
2026-06-05 19:11:25,316,127,Center,Lompat
2026-06-05 19:11:26,417,154,Right,Geser Kanan
2026-06-05 19:11:37,442,165,Right,Geser Kanan
2026-06-05 19:11:39,188,161,Left,Geser Kiri
2026-06-05 19:11:40,422,127,Right,Geser Kanan
2026-06-05 19:11:42,192,133,Left,Geser Kiri
2026-06-05 19:11:49,341,145,Center,Lompat
2026-06-05 19:11:50,340,125,Center,Lompat
2026-06-05 19:11:50,340,122,Center,Lompat
2026-06-05 19:11:51,337,138,Center,Lompat
2026-06-05 19:11:51,432,173,Right,Geser Kanan
2026-06-05 19:11:53,562,279,Right,Merunduk
2026-06-05 19:11:54,563,382,Right,Merunduk
2026-06-05 19:12:09,187,159,Left,Geser Kiri
2026-06-05 19:12:17,436,170,Right,Geser Kanan
2026-06-05 19:12:21,447,178,Right,Geser Kanan
2026-06-05 19:12:36,222,158,Left,Geser Kiri
2026-06-05 19:12:38,418,150,Right,Geser Kanan
2026-06-05 19:12:40,419,176,Right,Geser Kanan
2026-06-05 19:12:43,438,196,Right,Lompat
2026-06-05 19:12:43,453,191,Right,Lompat
2026-06-05 19:12:44,477,194,Right,Lompat
2026-06-05 19:12:44,510,189,Right,Lompat
2026-06-05 19:12:45,221,217,Left,Geser Kiri
2026-06-05 19:12:48,330,167,Center,Lompat
2026-06-05 19:12:49,457,131,Right,Geser Kanan
2026-06-05 19:12:50,280,196,Center,Lompat
2026-06-05 19:12:50,316,186,Center,Lompat
2026-06-05 19:12:51,321,193,Center,Lompat
2026-06-05 19:12:52,318,190,Center,Lompat
2026-06-05 19:12:52,315,189,Center,Lompat
2026-06-05 19:12:53,312,197,Center,Lompat
2026-06-05 19:12:53,311,188,Center,Lompat
2026-06-05 19:12:54,311,186,Center,Lompat
2026-06-05 19:12:54,311,185,Center,Lompat
2026-06-05 19:12:55,312,186,Center,Lompat
2026-06-05 19:12:55,312,185,Center,Lompat
2026-06-05 19:12:56,317,199,Center,Lompat
2026-06-05 19:12:57,317,194,Center,Lompat
2026-06-05 19:12:58,319,199,Center,Lompat
2026-06-05 19:12:58,321,195,Center,Lompat
2026-06-05 19:12:59,320,191,Center,Lompat
2026-06-05 19:12:59,316,207,Center,Lompat
2026-06-05 19:13:00,100,219,Center,Lompat
2026-06-05 19:13:01,97,219,Center,Lompat
2026-06-05 19:13:01,93,219,Center,Lompat
2026-06-05 19:13:01,94,216,Center,Lompat
2026-06-05 19:13:02,95,215,Center,Lompat
2026-06-05 19:13:02,97,215,Center,Lompat
2026-06-05 19:13:03,98,216,Center,Lompat
2026-06-05 19:13:03,96,215,Center,Lompat
2026-06-05 19:13:04,60,213,Left,Geser Kiri
2026-06-05 19:13:11,306,197,Center,Lompat
2026-06-05 19:13:16,419,208,Right,Geser Kanan
2026-06-05 19:13:22,223,197,Left,Geser Kiri
2026-06-05 19:13:23,366,192,Center,Lompat
2026-06-05 19:13:23,366,190,Center,Lompat
2026-06-05 19:13:26,244,133,Center,Lompat
2026-06-05 19:13:28,345,177,Center,Lompat
2026-06-05 19:13:28,319,181,Center,Lompat
2026-06-05 19:13:29,295,179,Center,Lompat
2026-06-05 19:13:29,301,183,Center,Lompat
2026-06-05 19:13:29,310,179,Center,Lompat
2026-06-05 19:13:30,330,176,Center,Lompat
2026-06-05 19:13:32,443,168,Right,Geser Kanan
2026-06-05 19:13:51,230,195,Center,Lompat
2026-06-05 19:13:51,230,203,Center,Lompat
2026-06-05 19:13:52,321,201,Center,Lompat
2026-06-05 19:13:56,210,208,Left,Geser Kiri
2026-06-05 19:13:59,256,270,Center,Merunduk
2026-06-05 19:13:59,207,385,Center,Merunduk
2026-06-05 19:14:04,213,219,Left,Geser Kiri
2026-06-05 19:14:07,358,502,Center,Lompat
2026-06-05 19:14:08,357,468,Center,Merunduk
2026-06-05 19:14:08,356,481,Center,Lompat
2026-06-05 19:14:09,365,459,Center,Merunduk
2026-06-05 19:14:09,370,452,Center,Merunduk
2026-06-05 19:14:10,367,354,Center,Merunduk
2026-06-05 19:14:18,333,206,Center,Lompat
2026-06-05 19:14:19,326,205,Center,Lompat
2026-06-05 19:14:19,320,206,Center,Lompat
2026-06-05 19:14:20,313,207,Center,Lompat
2026-06-05 19:14:20,304,208,Center,Lompat
2026-06-05 19:14:27,431,197,Right,Geser Kanan
2026-06-05 19:14:31,418,196,Right,Geser Kanan
2026-06-05 19:14:32,201,235,Center,Lompat
2026-06-05 19:14:33,215,233,Left,Geser Kiri
2026-06-05 19:14:34,312,196,Center,Lompat
2026-06-05 19:14:34,331,187,Center,Lompat
2026-06-05 19:14:35,351,188,Center,Lompat
2026-06-05 19:14:37,540,388,Center,Merunduk
2026-06-05 19:14:37,548,381,Center,Lompat
2026-06-05 19:14:38,570,394,Center,Lompat
2026-06-05 19:14:38,575,403,Center,Merunduk
2026-06-05 19:14:39,572,407,Center,Merunduk
2026-06-05 19:14:39,571,404,Center,Lompat
2026-06-05 19:14:39,572,404,Center,Lompat
2026-06-05 19:14:40,576,416,Center,Lompat
2026-06-05 19:14:40,577,415,Center,Lompat
2026-06-05 19:14:41,578,403,Center,Merunduk
2026-06-05 19:14:41,578,394,Center,Merunduk
2026-06-05 19:14:42,578,412,Center,Merunduk
2026-06-05 19:14:42,578,413,Center,Merunduk
2026-06-05 19:14:43,578,409,Center,Merunduk
2026-06-05 19:14:43,572,404,Center,Merunduk
2026-06-05 19:14:44,577,403,Center,Merunduk
2026-06-05 19:14:44,594,395,Center,Merunduk
2026-06-05 19:14:45,584,382,Center,Merunduk
2026-06-05 19:14:45,572,380,Center,Merunduk
2026-06-05 19:14:45,575,377,Center,Merunduk
2026-06-05 19:14:46,575,377,Center,Merunduk
2026-06-05 19:14:46,579,383,Center,Merunduk
2026-06-05 19:14:49,418,173,Right,Geser Kanan
2026-06-05 19:14:54,437,158,Right,Lompat
2026-06-05 19:14:55,427,158,Right,Lompat
2026-06-05 19:14:55,428,158,Right,Lompat
2026-06-05 19:14:56,432,167,Right,Lompat
2026-06-05 19:14:57,437,165,Right,Lompat
2026-06-05 19:15:03,417,184,Right,Geser Kanan
2026-06-05 19:15:06,219,194,Left,Geser Kiri
2026-06-05 19:15:07,289,185,Center,Lompat
2026-06-05 19:15:20,322,178,Center,Lompat
2026-06-05 19:15:20,322,170,Center,Lompat
2026-06-05 19:15:21,322,171,Center,Lompat
2026-06-05 19:15:22,221,197,Left,Geser Kiri
2026-06-05 19:15:24,310,256,Center,Merunduk
2026-06-05 19:15:25,264,197,Center,Lompat
2026-06-05 19:15:25,270,205,Center,Lompat
2026-06-05 19:15:25,272,201,Center,Lompat
2026-06-05 19:15:26,266,185,Center,Lompat
2026-06-05 19:15:36,520,167,Right,Geser Kanan
2026-06-05 19:15:50,357,167,Center,Lompat
2026-06-05 19:15:51,347,159,Center,Lompat
2026-06-05 19:15:52,333,158,Center,Lompat
2026-06-05 19:15:53,332,158,Center,Lompat
2026-06-05 19:15:55,332,282,Center,Merunduk
2026-06-05 19:15:56,335,305,Center,Merunduk
2026-06-05 19:15:56,336,322,Center,Merunduk
2026-06-05 19:15:58,184,163,Left,Geser Kiri
2026-06-05 19:16:02,426,180,Right,Geser Kanan
2026-06-05 19:16:03,184,161,Right,Lompat
2026-06-05 19:16:04,204,168,Right,Lompat
2026-06-05 19:16:09,429,217,Right,Geser Kanan
2026-06-05 19:16:21,223,209,Left,Geser Kiri
2026-06-05 19:16:23,310,161,Center,Lompat
2026-06-05 19:16:24,314,162,Center,Lompat
2026-06-05 19:16:25,308,183,Center,Lompat
2026-06-05 19:16:25,314,174,Center,Lompat
2026-06-05 19:16:26,315,181,Center,Lompat
